iter	RMSE
173	4.813097126
174	4.788626862
175	4.772024517
176	4.742598051
177	4.701286102
178	4.677839443
179	4.643792486
180	4.620253332
181	4.580225344
182	4.549803862
183	4.520062725
184	4.500129284
185	4.476421724
186	4.456097787
187	4.416287067
188	4.402834624
189	4.383623882
190	4.350401588
191	4.323205177
192	4.305058142
193	4.269620306
194	4.238589838
195	4.212462504
196	4.179963985
197	4.155307512
198	4.117190762
199	4.095867166
200	4.069691577
201	4.048992213
202	4.021369657
203	4.003211279
204	3.983273073
205	3.958402832
206	3.925457913
207	3.899773383
208	3.87940735
209	3.857971629
210	3.818320075
211	3.794355397
212	3.775044159
213	3.744334798
214	3.715071677
215	3.69215959
216	3.660723854
217	3.62696542
218	3.603075684
219	3.591134525
220	3.563059752
221	3.547367698
222	3.530405633
223	3.502877424
224	3.48420427
225	3.456466817
226	3.430152945
227	3.407909976
228	3.384321701
229	3.355944407
230	3.32741374
231	3.307623134
232	3.28372293
233	3.25900432
234	3.240547933
235	3.214752082
236	3.191672698
237	3.173486155
238	3.151460088
239	3.129860665
240	3.109936894
241	3.0826856
242	3.060532582
243	3.032511988
244	3.023445219
245	3.002853434
246	2.980023837
247	2.961004446
248	2.951832237
249	2.932583507
250	2.915064988
251	2.903951742
252	2.882679019
253	2.862999398
254	2.84971983
255	2.832308423
256	2.817621597
257	2.800641847
258	2.776609003
259	2.757705068
260	2.735815942
261	2.717747894
262	2.700136622
263	2.679091227
264	2.662135543
265	2.64372062
266	2.625887541
267	2.61927089
268	2.608315453
269	2.598888897
270	2.585606947
271	2.562702733
272	2.539904245
273	2.532503305
274	2.518489405
275	2.502135296
276	2.484083329
277	2.464065886
278	2.450537703
279	2.432333918
280	2.417700905
281	2.409031063
282	2.394445306
283	2.381544252
284	2.365879598
285	2.348925116
286	2.334219877
287	2.317619982
288	2.30375456
289	2.287527568
290	2.27249294
291	2.253793195
292	2.237848051
293	2.21912372
294	2.207142675
295	2.189128562
296	2.174644573
297	2.159746143
298	2.145011764
299	2.138004904
300	2.12364427
301	2.106549895
302	2.097504663
303	2.088137275
304	2.075219484
305	2.063507749
306	2.053091429
307	2.043805773
308	2.027650766
309	2.021147023
310	2.01377338
311	2.007037493
312	1.993083939
313	1.98560962
314	1.978803415
315	1.970879025
316	1.956292399
317	1.949102093
318	1.934879485
319	1.928076488
320	1.921079513
321	1.907211528
322	1.895526272
323	1.887865264
324	1.876111834
325	1.86462346
326	1.852456017
327	1.845107527
328	1.833593086
329	1.826353388
330	1.816274875
331	1.805590978
332	1.796006953
333	1.788891893
334	1.781890109
335	1.772249308
336	1.765440433
337	1.75449213
338	1.743473081
339	1.7314015
340	1.721006698
341	1.713756094
342	1.708288771
343	1.702426158
344	1.694512318
345	1.689239351
346	1.683504251
347	1.670290561
348	1.660290963
349	1.650178068
350	1.639173547
351	1.633668276
352	1.626569642
353	1.616447514
354	1.611476784
355	1.601623402
356	1.596312734
357	1.591087635
358	1.584392742
359	1.579237239
360	1.572642029
361	1.566159256
362	1.559343233
363	1.552743106
364	1.542927375
365	1.536729375
366	1.52980509
367	1.523008449
368	1.517063207
369	1.511160454
370	1.504587543
371	1.494102162
372	1.487673224
373	1.481363019
374	1.475169445
375	1.469403497
376	1.46374031
377	1.457672059
378	1.452114776
379	1.446163535
380	1.440709636
381	1.434872834
382	1.429143762
383	1.424709116
384	1.414301737
385	1.40902433
386	1.404710476
387	1.394478812
388	1.390236356
389	1.386260192
390	1.376190093
391	1.371011806
392	1.361103832
393	1.356181747
394	1.352157611
395	1.34241642
396	1.338459003
397	1.334766621
398	1.32517896
399	1.320352227
400	1.310080292
401	1.30630016
402	1.301780765
403	1.298095886
404	1.288125963
405	1.284517114
406	1.274769278
407	1.268207476
408	1.262975408
409	1.252251501
410	1.245865561
411	1.237683152
412	1.232645285
413	1.227717352
414	1.221536101
415	1.212843202
416	1.207820035
417	1.203100094
418	1.198166003
419	1.189816775
420	1.184094251
421	1.176181578
422	1.171784758
423	1.166192517
424	1.158569633
425	1.153081741
426	1.146346484
427	1.138096434
428	1.130074819
429	1.123712086
430	1.115983501
431	1.112397586
432	1.108865243
433	1.105385638
434	1.101231495
435	1.094978589
436	1.090904942
437	1.087972744
438	1.083923345
439	1.078514207
440	1.075641735
441	1.072807641
442	1.068891273
443	1.066112051
444	1.059347269
445	1.050193614
446	1.047469153
447	1.040896933
448	1.037046412
449	1.028163029
450	1.025518281
451	1.022908925
452	1.018331999
453	1.011933863
454	1.006538396
455	1.001026093
456	0.9961461445
457	0.9904223555
458	0.9848423043
459	0.9764749923
460	0.9711634261
461	0.965770242
462	0.9613615398
463	0.9532938164
464	0.950914091
465	0.9466511821
466	0.9382867231
467	0.933286738
468	0.9256160208
469	0.9215918688
470	0.9179320768
471	0.9143317894
472	0.906843742
473	0.9038868729
474	0.8965545115
475	0.8916582568
476	0.8882087218
477	0.8809921321
478	0.876235544
479	0.8728812694
480	0.8658477218
481	0.8613079963
482	0.8566978373
483	0.8521717145
484	0.8453748684
485	0.8406081456
486	0.8349757785
487	0.8318302176
488	0.8287360146
489	0.8244211459
490	0.8197894672
491	0.8155366354
492	0.8121092386
493	0.8079462569
494	0.8045839106
495	0.799739465
496	0.7956768877
497	0.792398705
498	0.7876791107
499	0.7837137071
500	0.7790956829
501	0.7747268665
502	0.7708812421
503	0.7677309468
504	0.7639655917
505	0.760874618
506	0.756859636
507	0.7526735691
508	0.7481900602
509	0.7450911919
510	0.7406794843
511	0.7376255341
512	0.7346845423
513	0.7303557207
514	0.7273618779
515	0.7236932612
516	0.7196789055
517	0.7161701622
518	0.7129570529
519	0.7095271
520	0.7077888454
521	0.7041282307
522	0.701162497
523	0.6982461581
524	0.6953782667
525	0.6919409771
526	0.6882590676
527	0.6848894527
528	0.6813549585
529	0.6785834127
530	0.6757303321
531	0.6724842395
532	0.6689070077
533	0.665401927
534	0.6619844902
535	0.659339439
536	0.6566209774
537	0.6529254149
538	0.6503571206
539	0.6477173128
540	0.6438628785
541	0.6412260175
542	0.6379258973
543	0.635480399
544	0.6317680977
545	0.629221551
546	0.6256148393
547	0.621985832
548	0.6187833064
549	0.6163545706
550	0.6128179358
551	0.6105213164
552	0.6070614869
553	0.6035804752
554	0.6001545
555	0.5978297276
556	0.5940880295
557	0.5907316232
558	0.5870234704
559	0.5847514094
560	0.5826016155
561	0.5789756597
562	0.5767687922
563	0.5732204729
564	0.5710482619
565	0.5689124308
566	0.56543768
567	0.5634150578
568	0.5603484193
569	0.5569670149
570	0.5549181839
571	0.552903587
572	0.5507408233
573	0.5472438855
574	0.5447111236
575	0.5411282771
576	0.5378973855
577	0.5354190474
578	0.5329182954
579	0.5310651301
580	0.5278005657
581	0.5257558294
582	0.5233164046
583	0.521425199
584	0.5183527731
585	0.5164905034
586	0.5133750849
587	0.5115441247
588	0.5098125962
589	0.5068564264
590	0.5050764497
591	0.50313916
592	0.5008523687
593	0.4983859029
594	0.4964992231
595	0.4942150746
596	0.4923287845
597	0.4900869296
598	0.4882304776
599	0.4864336648
600	0.484607528
601	0.4828439575
602	0.4810476272
603	0.4793165947
604	0.4776169895
605	0.4758250334
606	0.4741562249
607	0.4723933398
608	0.4707546696
609	0.4689455906
610	0.4672071026
611	0.4656157098
612	0.463905251
613	0.4621420649
614	0.4605963751
615	0.4589092376
616	0.4569552474
617	0.4545847612
618	0.4528819017
619	0.4512310186
620	0.4487302982
621	0.4464331043
622	0.444960876
623	0.4433959242
624	0.4413420737
625	0.4397979355
626	0.4377687857
627	0.4362493081
628	0.4340523338
629	0.4318495149
630	0.4301126643
631	0.4290867188
632	0.4273807855
633	0.4252184691
634	0.4231443765
635	0.4210170114
636	0.4189871399
637	0.4179945588
638	0.4163666705
639	0.4144421577
640	0.412544379
641	0.4105800513
642	0.4091882558
643	0.4072622031
644	0.4053987108
645	0.4029381665
646	0.4019978149
647	0.4005081602
648	0.3986466088
649	0.3977232135
650	0.3968168746
651	0.3947207872
652	0.3934213401
653	0.3911750899
654	0.3902971677
655	0.3883920827
656	0.3861000804
657	0.3852385703
658	0.3840190991
659	0.3831835709
660	0.3817355759
661	0.3797556275
662	0.3789325462
663	0.3769825112
664	0.3761715255
665	0.3742511731
666	0.3734519426
667	0.3715605261
668	0.3699229591
669	0.3681530983
670	0.366535601
671	0.3654041104
672	0.363808988
673	0.3627056697
674	0.3611325969
675	0.3603815273
676	0.3585559512
677	0.3567600973
678	0.35601796
679	0.3544831107
680	0.3525095409
681	0.3509993641
682	0.3502737234
683	0.3485283332
684	0.3461040533
685	0.3446249878
686	0.34394397
687	0.3424884867
688	0.3408233713
689	0.3393855722
690	0.3379668701
691	0.3363337783
692	0.3349322385
693	0.3335493164
694	0.3318973112
695	0.3310182025
696	0.3301220362
697	0.3292749501
698	0.3279185653
699	0.3269796829
700	0.3256420506
701	0.3241928616
702	0.3231945476
703	0.3220601658
704	0.3207473711
705	0.3193354201
706	0.3171351112
707	0.3161646743
708	0.3148831704
709	0.3136185561
710	0.3122479734
711	0.3113063484
712	0.3103769216
713	0.3081075471
714	0.3060913225
715	0.3051898999
716	0.3031768209
717	0.3019636803
718	0.3010679615
719	0.3000131928
720	0.2981174884
721	0.2972553708
722	0.2960779738
723	0.2949159811
724	0.2936744207
725	0.2921749369
726	0.2910400951
727	0.2895695169
728	0.2881075067
729	0.2865181794
730	0.2851620719
731	0.2834312039
732	0.2823348573
733	0.2815320527
734	0.2804556276
735	0.2787724179
736	0.2777131388
737	0.2766678102
738	0.2756362594
739	0.2742274352
740	0.2729919889
741	0.2713744048
742	0.2698887066
743	0.2684270388
744	0.266975802
745	0.2655416002
746	0.2647088102
747	0.2638977109
748	0.2631651765
749	0.2621861297
750	0.2606250094
751	0.2596590186
752	0.2588797422
753	0.2576900861
754	0.25674328
755	0.2554139129
756	0.2549382383
757	0.2535697875
758	0.2517788469
759	0.2504918868
760	0.2500257438
761	0.2484288328
762	0.2473739416
763	0.2461224548
764	0.2450903827
765	0.2438636812
766	0.2425628939
767	0.2413618855
768	0.2397526807
769	0.239305535
770	0.2377301321
771	0.2364957795
772	0.2358260417
773	0.2350470196
774	0.2335112479
775	0.2327450053
776	0.2323593291
777	0.2319375826
778	0.2306638328
779	0.2299137141
780	0.2286599122
781	0.2279186145
782	0.2266844473
783	0.225951832
784	0.224736992
785	0.2240129249
786	0.2233000492
787	0.2221014684
788	0.2207936766
789	0.2200871725
790	0.2189243347
791	0.2182259881
792	0.2169568879
793	0.2162657089
794	0.2151349919
795	0.2139055122
796	0.2132207137
797	0.2120139301
798	0.2107249299
799	0.2100495989
800	0.2093846048
801	0.2082762117
802	0.207619119
803	0.2063686335
804	0.2053779562
805	0.2046067247
806	0.2032965062
807	0.2020623642
808	0.2013260295
809	0.2005071408
810	0.200176447
811	0.199369285
812	0.1990456367
813	0.1982500174
814	0.1972978407
815	0.1963720004
816	0.1955090305
817	0.1943333333
818	0.193408615
819	0.192157938
820	0.1913951734
821	0.1905579375
822	0.1902510407
823	0.1895004867
824	0.1892000274
825	0.1883759043
826	0.1873765643
827	0.1863799721
828	0.1860858677
829	0.1851058988
830	0.1839271715
831	0.183637385
832	0.1827189752
833	0.1820633805
834	0.1812816482
835	0.1805483209
836	0.1791189682
837	0.178176595
838	0.1772913296
839	0.1759018587
840	0.1747790409
841	0.1744586794
842	0.1737228514
843	0.1722124241
844	0.1711222875
845	0.1704062075
846	0.1690940759
847	0.1687812854
848	0.1674953155
849	0.1672287804
850	0.1665665377
851	0.1652998837
852	0.1642538124
853	0.1636655519
854	0.1622782687
855	0.1620193238
856	0.1609375143
857	0.1606398299
858	0.1600677914
859	0.1590079629
860	0.1587154091
861	0.1584674985
862	0.1579063589
863	0.1567155518
864	0.155682704
865	0.1553685431
866	0.1548211088
867	0.1545424224
868	0.1535878525
869	0.153050209
870	0.15190215
871	0.1509489598
872	0.1504233932
873	0.1499039491
874	0.1487913097
875	0.1485197406
876	0.1474394163
877	0.1465220801
878	0.1460174646
879	0.1450583811
880	0.1441704192
881	0.1434300126
882	0.1427178001
883	0.1419975399
884	0.1411859988
885	0.1404704207
886	0.1397666104
887	0.1392467063
888	0.1387350768
889	0.138477336
890	0.1374188397
891	0.1365399345
892	0.1358539721
893	0.1353585347
894	0.134603333
895	0.1343514653
896	0.1336082221
897	0.1331305012
898	0.1329185019
899	0.1326731887
900	0.1319955844
901	0.1313271922
902	0.1308602547
903	0.1302719574
904	0.1300666872
905	0.1296127861
906	0.1294104244
907	0.1287527872
908	0.1279824975
909	0.1272888649
910	0.1266485189
911	0.1260186728
912	0.1255759777
913	0.1250152169
914	0.1247620984
915	0.1243318877
916	0.1236717393
917	0.1234226243
918	0.1230030614
919	0.1227582626
920	0.1220148355
921	0.1213954383
922	0.1206878382
923	0.120096119
924	0.1194963664
925	0.1189093441
926	0.1183662101
927	0.1177763299
928	0.1171853073
929	0.116313422
930	0.1160777601
931	0.1155206175
932	0.114913194
933	0.1146812311
934	0.1138369204
935	0.1129745134
936	0.1122930421
937	0.1114774252
938	0.1106409199
939	0.1104164721
940	0.1098402945
941	0.1094692938
942	0.109248211
943	0.1084356441
944	0.1078753532
945	0.1073380607
946	0.1069161871
947	0.1067001774
948	0.1059191349
949	0.1055061126
950	0.1049901691
951	0.1042205949
952	0.1037161716
953	0.1032217323
954	0.1028739151
955	0.102389273
956	0.1018961118
957	0.1016898745
958	0.1009406024
959	0.1002040013
960	0.09977380719
961	0.09905345829
962	0.09859264071
963	0.09817873187
964	0.09748051362
965	0.09685666949
966	0.09605867469
967	0.09562205416
968	0.09522930853
969	0.09477054743
970	0.09434976658
971	0.09366365453
972	0.09334085615
973	0.09298237213
974	0.09266344063
975	0.0923108743
976	0.09173127936
977	0.09107906432
978	0.09068349975
979	0.09025003646
980	0.08982769368
981	0.08919481249
982	0.08890831107
983	0.08855628631
984	0.08827618083
985	0.08800003175
986	0.08772592317
987	0.08745313814
988	0.08725207443
989	0.0868515494
990	0.08622277174
991	0.08595799925
992	0.08573178837
993	0.08546754578
994	0.08519560014
995	0.08500442383
996	0.08464734579
997	0.08420306533
998	0.08391180225
999	0.08372600344
